rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP49,Qwen2.5-14B-Instruct,GPTQ,4-bit,,Conjunction,Accuracy (%),93.35,FP16,91.81,1.54,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | GPTQ | 4 | 95.87 | 93.49 | 93.35 | 55.37 | 78.65
RP49,Qwen2.5-14B-Instruct,GPTQ,4-bit,,Disjunction,Accuracy (%),55.37,FP16,58.2,-2.83,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | GPTQ | 4 | 95.87 | 93.49 | 93.35 | 55.37 | 78.65
RP49,Qwen2.5-14B-Instruct,GPTQ,4-bit,,CommonClaim,Accuracy (%),78.65,FP16,78.51,0.14,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | GPTQ | 4 | 95.87 | 93.49 | 93.35 | 55.37 | 78.65
RP49,LLaMA-3-70B-Instruct,FP16,16-bit,,Affirmative,Accuracy (%),98.09,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | Original | 16 | 98.09 | 97.01 | 96.99 | 91.43 | 79.01
RP49,LLaMA-3-70B-Instruct,FP16,16-bit,,Negated,Accuracy (%),97.01,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | Original | 16 | 98.09 | 97.01 | 96.99 | 91.43 | 79.01
RP49,LLaMA-3-70B-Instruct,FP16,16-bit,,Conjunction,Accuracy (%),96.99,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | Original | 16 | 98.09 | 97.01 | 96.99 | 91.43 | 79.01
RP49,LLaMA-3-70B-Instruct,FP16,16-bit,,Disjunction,Accuracy (%),91.43,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | Original | 16 | 98.09 | 97.01 | 96.99 | 91.43 | 79.01
RP49,LLaMA-3-70B-Instruct,FP16,16-bit,,CommonClaim,Accuracy (%),79.01,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | Original | 16 | 98.09 | 97.01 | 96.99 | 91.43 | 79.01
RP49,LLaMA-3-70B-Instruct,AWQ,4-bit,,Affirmative,Accuracy (%),97.54,FP16,98.09,-0.55,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AWQ | 4 | 97.54 | 96.22 | 96.68 | 90.69 | 76.89
RP49,LLaMA-3-70B-Instruct,AWQ,4-bit,,Negated,Accuracy (%),96.22,FP16,97.01,-0.79,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AWQ | 4 | 97.54 | 96.22 | 96.68 | 90.69 | 76.89
RP49,LLaMA-3-70B-Instruct,AWQ,4-bit,,Conjunction,Accuracy (%),96.68,FP16,96.99,-0.31,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AWQ | 4 | 97.54 | 96.22 | 96.68 | 90.69 | 76.89
RP49,LLaMA-3-70B-Instruct,AWQ,4-bit,,Disjunction,Accuracy (%),90.69,FP16,91.43,-0.74,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AWQ | 4 | 97.54 | 96.22 | 96.68 | 90.69 | 76.89
RP49,LLaMA-3-70B-Instruct,AWQ,4-bit,,CommonClaim,Accuracy (%),76.89,FP16,79.01,-2.12,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AWQ | 4 | 97.54 | 96.22 | 96.68 | 90.69 | 76.89
RP49,LLaMA-3-70B-Instruct,AQLM,2-bit,1x16,Affirmative,Accuracy (%),96.31,FP16,98.09,-1.78,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AQLM-1x16 | 2 | 96.31 | 94.44 | 93.65 | 68.81 | 74.96
RP49,LLaMA-3-70B-Instruct,AQLM,2-bit,1x16,Negated,Accuracy (%),94.44,FP16,97.01,-2.57,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AQLM-1x16 | 2 | 96.31 | 94.44 | 93.65 | 68.81 | 74.96
RP49,LLaMA-3-70B-Instruct,AQLM,2-bit,1x16,Conjunction,Accuracy (%),93.65,FP16,96.99,-3.34,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AQLM-1x16 | 2 | 96.31 | 94.44 | 93.65 | 68.81 | 74.96
RP49,LLaMA-3-70B-Instruct,AQLM,2-bit,1x16,Disjunction,Accuracy (%),68.81,FP16,91.43,-22.62,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AQLM-1x16 | 2 | 96.31 | 94.44 | 93.65 | 68.81 | 74.96
RP49,LLaMA-3-70B-Instruct,AQLM,2-bit,1x16,CommonClaim,Accuracy (%),74.96,FP16,79.01,-4.05,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AQLM-1x16 | 2 | 96.31 | 94.44 | 93.65 | 68.81 | 74.96
RP49,LLaMA-3.1-70B-Instruct,FP16,16-bit,,Affirmative,Accuracy (%),98.03,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | Original | 16 | 98.03 | 97.15 | 96.67 | 90.21 | 79.32
RP49,LLaMA-3.1-70B-Instruct,FP16,16-bit,,Negated,Accuracy (%),97.15,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | Original | 16 | 98.03 | 97.15 | 96.67 | 90.21 | 79.32
RP49,LLaMA-3.1-70B-Instruct,FP16,16-bit,,Conjunction,Accuracy (%),96.67,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | Original | 16 | 98.03 | 97.15 | 96.67 | 90.21 | 79.32
RP49,LLaMA-3.1-70B-Instruct,FP16,16-bit,,Disjunction,Accuracy (%),90.21,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | Original | 16 | 98.03 | 97.15 | 96.67 | 90.21 | 79.32
RP49,LLaMA-3.1-70B-Instruct,FP16,16-bit,,CommonClaim,Accuracy (%),79.32,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | Original | 16 | 98.03 | 97.15 | 96.67 | 90.21 | 79.32
RP49,LLaMA-3.1-70B-Instruct,AWQ,4-bit,,Affirmative,Accuracy (%),97.58,FP16,98.03,-0.45,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | AWQ | 4 | 97.58 | 96.25 | 95.58 | 86.34 | 74.87
RP49,LLaMA-3.1-70B-Instruct,AWQ,4-bit,,Negated,Accuracy (%),96.25,FP16,97.15,-0.9,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | AWQ | 4 | 97.58 | 96.25 | 95.58 | 86.34 | 74.87
RP49,LLaMA-3.1-70B-Instruct,AWQ,4-bit,,Conjunction,Accuracy (%),95.58,FP16,96.67,-1.09,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | AWQ | 4 | 97.58 | 96.25 | 95.58 | 86.34 | 74.87
RP49,LLaMA-3.1-70B-Instruct,AWQ,4-bit,,Disjunction,Accuracy (%),86.34,FP16,90.21,-3.87,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | AWQ | 4 | 97.58 | 96.25 | 95.58 | 86.34 | 74.87
RP49,LLaMA-3.1-70B-Instruct,AWQ,4-bit,,CommonClaim,Accuracy (%),74.87,FP16,79.32,-4.45,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | AWQ | 4 | 97.58 | 96.25 | 95.58 | 86.34 | 74.87
RP49,LLaMA-3.1-70B-Instruct,AQLM-PV,2-bit,1x16,Affirmative,Accuracy (%),97.17,FP16,98.03,-0.86,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | AQLM-PV-1x16 | 2 | 97.17 | 94.82 | 93.40 | 83.98 | 75.43
RP49,LLaMA-3.1-70B-Instruct,AQLM-PV,2-bit,1x16,Negated,Accuracy (%),94.82,FP16,97.15,-2.33,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | AQLM-PV-1x16 | 2 | 97.17 | 94.82 | 93.40 | 83.98 | 75.43
RP49,LLaMA-3.1-70B-Instruct,AQLM-PV,2-bit,1x16,Conjunction,Accuracy (%),93.4,FP16,96.67,-3.27,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | AQLM-PV-1x16 | 2 | 97.17 | 94.82 | 93.40 | 83.98 | 75.43
RP49,LLaMA-3.1-70B-Instruct,AQLM-PV,2-bit,1x16,Disjunction,Accuracy (%),83.98,FP16,90.21,-6.23,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | AQLM-PV-1x16 | 2 | 97.17 | 94.82 | 93.40 | 83.98 | 75.43
RP49,LLaMA-3.1-70B-Instruct,AQLM-PV,2-bit,1x16,CommonClaim,Accuracy (%),75.43,FP16,79.32,-3.89,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | AQLM-PV-1x16 | 2 | 97.17 | 94.82 | 93.40 | 83.98 | 75.43
RP49,Qwen2-72B-Instruct,FP16,16-bit,,Affirmative,Accuracy (%),99.01,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | Original | 16 | 99.01 | 97.89 | 97.24 | 71.51 | 86.78
RP49,Qwen2-72B-Instruct,FP16,16-bit,,Negated,Accuracy (%),97.89,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | Original | 16 | 99.01 | 97.89 | 97.24 | 71.51 | 86.78
RP49,Qwen2-72B-Instruct,FP16,16-bit,,Conjunction,Accuracy (%),97.24,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | Original | 16 | 99.01 | 97.89 | 97.24 | 71.51 | 86.78
RP49,Qwen2-72B-Instruct,FP16,16-bit,,Disjunction,Accuracy (%),71.51,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | Original | 16 | 99.01 | 97.89 | 97.24 | 71.51 | 86.78
RP49,Qwen2-72B-Instruct,FP16,16-bit,,CommonClaim,Accuracy (%),86.78,,,,,True,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | Original | 16 | 99.01 | 97.89 | 97.24 | 71.51 | 86.78
RP49,Qwen2-72B-Instruct,AWQ,4-bit,,Affirmative,Accuracy (%),98.22,FP16,99.01,-0.79,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AWQ | 4 | 98.22 | 96.61 | 96.51 | 65.43 | 84.34
RP49,Qwen2-72B-Instruct,AWQ,4-bit,,Negated,Accuracy (%),96.61,FP16,97.89,-1.28,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AWQ | 4 | 98.22 | 96.61 | 96.51 | 65.43 | 84.34
RP49,Qwen2-72B-Instruct,AWQ,4-bit,,Conjunction,Accuracy (%),96.51,FP16,97.24,-0.73,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AWQ | 4 | 98.22 | 96.61 | 96.51 | 65.43 | 84.34
RP49,Qwen2-72B-Instruct,AWQ,4-bit,,Disjunction,Accuracy (%),65.43,FP16,71.51,-6.08,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AWQ | 4 | 98.22 | 96.61 | 96.51 | 65.43 | 84.34
RP49,Qwen2-72B-Instruct,AWQ,4-bit,,CommonClaim,Accuracy (%),84.34,FP16,86.78,-2.44,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AWQ | 4 | 98.22 | 96.61 | 96.51 | 65.43 | 84.34
RP49,Qwen2-72B,AQLM-PV,2-bit,1x16,Affirmative,Accuracy (%),98.19,FP16,99.01,-0.82,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Base | AQLM-PV-1x16 | 2 | 98.19 | 89.27 | 95.10 | 64.40 | 82.96
RP49,Qwen2-72B,AQLM-PV,2-bit,1x16,Negated,Accuracy (%),89.27,FP16,97.89,-8.62,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Base | AQLM-PV-1x16 | 2 | 98.19 | 89.27 | 95.10 | 64.40 | 82.96
RP49,Qwen2-72B,AQLM-PV,2-bit,1x16,Conjunction,Accuracy (%),95.1,FP16,97.24,-2.14,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Base | AQLM-PV-1x16 | 2 | 98.19 | 89.27 | 95.10 | 64.40 | 82.96
RP49,Qwen2-72B,AQLM-PV,2-bit,1x16,Disjunction,Accuracy (%),64.4,FP16,71.51,-7.11,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Base | AQLM-PV-1x16 | 2 | 98.19 | 89.27 | 95.10 | 64.40 | 82.96
RP49,Qwen2-72B,AQLM-PV,2-bit,1x16,CommonClaim,Accuracy (%),82.96,FP16,86.78,-3.82,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Base | AQLM-PV-1x16 | 2 | 98.19 | 89.27 | 95.10 | 64.40 | 82.96
RP49,Qwen2-72B-Instruct,AQLM-PV,2-bit,1x16,Affirmative,Accuracy (%),98.47,FP16,99.01,-0.54,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AQLM-PV-1x16 | 2 | 98.47 | 96.31 | 96.78 | 68.71 | 83.33
RP49,Qwen2-72B-Instruct,AQLM-PV,2-bit,1x16,Negated,Accuracy (%),96.31,FP16,97.89,-1.58,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AQLM-PV-1x16 | 2 | 98.47 | 96.31 | 96.78 | 68.71 | 83.33
RP49,Qwen2-72B-Instruct,AQLM-PV,2-bit,1x16,Conjunction,Accuracy (%),96.78,FP16,97.24,-0.46,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AQLM-PV-1x16 | 2 | 98.47 | 96.31 | 96.78 | 68.71 | 83.33
RP49,Qwen2-72B-Instruct,AQLM-PV,2-bit,1x16,Disjunction,Accuracy (%),68.71,FP16,71.51,-2.8,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AQLM-PV-1x16 | 2 | 98.47 | 96.31 | 96.78 | 68.71 | 83.33
RP49,Qwen2-72B-Instruct,AQLM-PV,2-bit,1x16,CommonClaim,Accuracy (%),83.33,FP16,86.78,-3.45,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AQLM-PV-1x16 | 2 | 98.47 | 96.31 | 96.78 | 68.71 | 83.33
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,MC1 (%),33.54,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,MC2 (%),52.14,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,MC3 (%),25.22,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,%Truth,67.84,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,%Info,57.47,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,%T*I,38.98,,,,,True,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,MC1 (%),35.19,FP16,33.54,1.65,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,MC2 (%),64.37,FP16,52.14,12.23,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,MC3 (%),32.05,FP16,25.22,6.83,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,%Truth,68.25,FP16,67.84,0.41,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,%Info,58.62,FP16,57.47,1.15,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,%T*I,40.01,FP16,38.98,1.03,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,MC1 (%),33.04,FP16,33.54,-0.5,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,MC2 (%),51.18,FP16,52.14,-0.96,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,MC3 (%),24.62,FP16,25.22,-0.6,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,%Truth,64.68,FP16,67.84,-3.16,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,%Info,55.31,FP16,57.47,-2.16,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,%T*I,35.77,FP16,38.98,-3.21,absolute,True,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,MC1 (%),35.19,AWQ,33.04,2.15,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,MC2 (%),64.59,AWQ,51.18,13.41,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,MC3 (%),32.13,AWQ,24.62,7.51,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,%Truth,66.01,AWQ,64.68,1.33,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,%Info,57.08,AWQ,55.31,1.77,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,%T*I,37.68,AWQ,35.77,1.91,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,MC1 (%),30.88,FP16,33.54,-2.66,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,MC2 (%),48.65,FP16,52.14,-3.49,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,MC3 (%),23.41,FP16,25.22,-1.81,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,%Truth,64.38,FP16,67.84,-3.46,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,%Info,52.78,FP16,57.47,-4.69,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,%T*I,33.97,FP16,38.98,-5.01,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,MC1 (%),34.43,GPTQ,30.88,3.55,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,MC2 (%),63.19,GPTQ,48.65,14.54,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,MC3 (%),31.31,GPTQ,23.41,7.9,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,%Truth,65.19,GPTQ,64.38,0.81,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,%Info,55.21,GPTQ,52.78,2.43,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,%T*I,35.99,GPTQ,33.97,2.02,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,MC1 (%),38.61,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,MC2 (%),58.7,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,MC3 (%),30.45,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,%Truth,60.11,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,%Info,27.46,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,%T*I,16.51,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
