rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP49,Qwen2-72B-Instruct,AWQ,4-bit,,Negated,Accuracy (%),96.61,FP16,97.89,-1.28,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AWQ | 4 | 98.22 | 96.61 | 96.51 | 65.43 | 84.34
RP49,Qwen2-72B-Instruct,AWQ,4-bit,,Conjunction,Accuracy (%),96.51,FP16,97.24,-0.73,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AWQ | 4 | 98.22 | 96.61 | 96.51 | 65.43 | 84.34
RP49,Qwen2-72B-Instruct,AWQ,4-bit,,Disjunction,Accuracy (%),65.43,FP16,71.51,-6.08,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AWQ | 4 | 98.22 | 96.61 | 96.51 | 65.43 | 84.34
RP49,Qwen2-72B-Instruct,AWQ,4-bit,,CommonClaim,Accuracy (%),84.34,FP16,86.78,-2.44,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AWQ | 4 | 98.22 | 96.61 | 96.51 | 65.43 | 84.34
RP49,Qwen2-72B,AQLM-PV,2-bit,1x16,Affirmative,Accuracy (%),98.19,FP16,99.01,-0.82,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Base | AQLM-PV-1x16 | 2 | 98.19 | 89.27 | 95.10 | 64.40 | 82.96
RP49,Qwen2-72B,AQLM-PV,2-bit,1x16,Negated,Accuracy (%),89.27,FP16,97.89,-8.62,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Base | AQLM-PV-1x16 | 2 | 98.19 | 89.27 | 95.10 | 64.40 | 82.96
RP49,Qwen2-72B,AQLM-PV,2-bit,1x16,Conjunction,Accuracy (%),95.1,FP16,97.24,-2.14,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Base | AQLM-PV-1x16 | 2 | 98.19 | 89.27 | 95.10 | 64.40 | 82.96
RP49,Qwen2-72B,AQLM-PV,2-bit,1x16,Disjunction,Accuracy (%),64.4,FP16,71.51,-7.11,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Base | AQLM-PV-1x16 | 2 | 98.19 | 89.27 | 95.10 | 64.40 | 82.96
RP49,Qwen2-72B,AQLM-PV,2-bit,1x16,CommonClaim,Accuracy (%),82.96,FP16,86.78,-3.82,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Base | AQLM-PV-1x16 | 2 | 98.19 | 89.27 | 95.10 | 64.40 | 82.96
RP49,Qwen2-72B-Instruct,AQLM-PV,2-bit,1x16,Affirmative,Accuracy (%),98.47,FP16,99.01,-0.54,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AQLM-PV-1x16 | 2 | 98.47 | 96.31 | 96.78 | 68.71 | 83.33
RP49,Qwen2-72B-Instruct,AQLM-PV,2-bit,1x16,Negated,Accuracy (%),96.31,FP16,97.89,-1.58,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AQLM-PV-1x16 | 2 | 98.47 | 96.31 | 96.78 | 68.71 | 83.33
RP49,Qwen2-72B-Instruct,AQLM-PV,2-bit,1x16,Conjunction,Accuracy (%),96.78,FP16,97.24,-0.46,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AQLM-PV-1x16 | 2 | 98.47 | 96.31 | 96.78 | 68.71 | 83.33
RP49,Qwen2-72B-Instruct,AQLM-PV,2-bit,1x16,Disjunction,Accuracy (%),68.71,FP16,71.51,-2.8,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AQLM-PV-1x16 | 2 | 98.47 | 96.31 | 96.78 | 68.71 | 83.33
RP49,Qwen2-72B-Instruct,AQLM-PV,2-bit,1x16,CommonClaim,Accuracy (%),83.33,FP16,86.78,-3.45,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2-72B | Chat | AQLM-PV-1x16 | 2 | 98.47 | 96.31 | 96.78 | 68.71 | 83.33
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,MC1 (%),33.54,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,MC2 (%),52.14,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,MC3 (%),25.22,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,%Truth,67.84,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,%Info,57.47,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16,16-bit,,TruthfulQA,%T*I,38.98,,,,,True,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | Original | 16 | 33.54 | 52.14 | 25.22 | 67.84 | 57.47 | 38.98
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,MC1 (%),35.19,FP16,33.54,1.65,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,MC2 (%),64.37,FP16,52.14,12.23,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,MC3 (%),32.05,FP16,25.22,6.83,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,%Truth,68.25,FP16,67.84,0.41,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,%Info,58.62,FP16,57.47,1.15,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,FP16+DoLa,16-bit,,TruthfulQA,%T*I,40.01,FP16,38.98,1.03,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 35.19 | 64.37 | 32.05 | 68.25 | 58.62 | 40.01
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,MC1 (%),33.04,FP16,33.54,-0.5,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,MC2 (%),51.18,FP16,52.14,-0.96,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,MC3 (%),24.62,FP16,25.22,-0.6,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,%Truth,64.68,FP16,67.84,-3.16,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,%Info,55.31,FP16,57.47,-2.16,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ,4-bit,,TruthfulQA,%T*I,35.77,FP16,38.98,-3.21,absolute,True,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | AWQ | 4 | 33.04 | 51.18 | 24.62 | 64.68 | 55.31 | 35.77
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,MC1 (%),35.19,AWQ,33.04,2.15,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,MC2 (%),64.59,AWQ,51.18,13.41,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,MC3 (%),32.13,AWQ,24.62,7.51,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,%Truth,66.01,AWQ,64.68,1.33,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,%Info,57.08,AWQ,55.31,1.77,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,AWQ+DoLa,4-bit,,TruthfulQA,%T*I,37.68,AWQ,35.77,1.91,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.19 | 64.59 | 32.13 | 66.01 | 57.08 | 37.68
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,MC1 (%),30.88,FP16,33.54,-2.66,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,MC2 (%),48.65,FP16,52.14,-3.49,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,MC3 (%),23.41,FP16,25.22,-1.81,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,%Truth,64.38,FP16,67.84,-3.46,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,%Info,52.78,FP16,57.47,-4.69,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ,4-bit,,TruthfulQA,%T*I,33.97,FP16,38.98,-5.01,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA2-13B-Chat | GPTQ | 4 | 30.88 | 48.65 | 23.41 | 64.38 | 52.78 | 33.97
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,MC1 (%),34.43,GPTQ,30.88,3.55,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,MC2 (%),63.19,GPTQ,48.65,14.54,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,MC3 (%),31.31,GPTQ,23.41,7.9,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,%Truth,65.19,GPTQ,64.38,0.81,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,%Info,55.21,GPTQ,52.78,2.43,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA-2-13B-Chat,GPTQ+DoLa,4-bit,,TruthfulQA,%T*I,35.99,GPTQ,33.97,2.02,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 34.43 | 63.19 | 31.31 | 65.19 | 55.21 | 35.99
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,MC1 (%),38.61,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,MC2 (%),58.7,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,MC3 (%),30.45,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,%Truth,60.11,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,%Info,27.46,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,TruthfulQA,%T*I,16.51,,,,,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | Original | 16 | 38.61 | 58.70 | 30.45 | 60.11 | 27.46 | 16.51
RP49,LLaMA3.1-8B-Instruct,FP16+DoLa,16-bit,,TruthfulQA,MC1 (%),37.08,FP16,38.61,-1.53,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 37.08 | 66.48 | 34.83 | 64.05 | 37.59 | 24.07
RP49,LLaMA3.1-8B-Instruct,FP16+DoLa,16-bit,,TruthfulQA,MC2 (%),66.48,FP16,58.7,7.78,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 37.08 | 66.48 | 34.83 | 64.05 | 37.59 | 24.07
RP49,LLaMA3.1-8B-Instruct,FP16+DoLa,16-bit,,TruthfulQA,MC3 (%),34.83,FP16,30.45,4.38,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 37.08 | 66.48 | 34.83 | 64.05 | 37.59 | 24.07
RP49,LLaMA3.1-8B-Instruct,FP16+DoLa,16-bit,,TruthfulQA,%Truth,64.05,FP16,60.11,3.94,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 37.08 | 66.48 | 34.83 | 64.05 | 37.59 | 24.07
RP49,LLaMA3.1-8B-Instruct,FP16+DoLa,16-bit,,TruthfulQA,%Info,37.59,FP16,27.46,10.13,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 37.08 | 66.48 | 34.83 | 64.05 | 37.59 | 24.07
RP49,LLaMA3.1-8B-Instruct,FP16+DoLa,16-bit,,TruthfulQA,%T*I,24.07,FP16,16.51,7.56,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | Original | 16 | 37.08 | 66.48 | 34.83 | 64.05 | 37.59 | 24.07
RP49,LLaMA3.1-8B-Instruct,AWQ,4-bit,,TruthfulQA,MC1 (%),36.45,FP16,38.61,-2.16,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AWQ | 4 | 36.45 | 56.46 | 29.18 | 59.62 | 23.29 | 13.88
RP49,LLaMA3.1-8B-Instruct,AWQ,4-bit,,TruthfulQA,MC2 (%),56.46,FP16,58.7,-2.24,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AWQ | 4 | 36.45 | 56.46 | 29.18 | 59.62 | 23.29 | 13.88
RP49,LLaMA3.1-8B-Instruct,AWQ,4-bit,,TruthfulQA,MC3 (%),29.18,FP16,30.45,-1.27,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AWQ | 4 | 36.45 | 56.46 | 29.18 | 59.62 | 23.29 | 13.88
RP49,LLaMA3.1-8B-Instruct,AWQ,4-bit,,TruthfulQA,%Truth,59.62,FP16,60.11,-0.49,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AWQ | 4 | 36.45 | 56.46 | 29.18 | 59.62 | 23.29 | 13.88
RP49,LLaMA3.1-8B-Instruct,AWQ,4-bit,,TruthfulQA,%Info,23.29,FP16,27.46,-4.17,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AWQ | 4 | 36.45 | 56.46 | 29.18 | 59.62 | 23.29 | 13.88
RP49,LLaMA3.1-8B-Instruct,AWQ,4-bit,,TruthfulQA,%T*I,13.88,FP16,16.51,-2.63,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AWQ | 4 | 36.45 | 56.46 | 29.18 | 59.62 | 23.29 | 13.88
RP49,LLaMA3.1-8B-Instruct,AWQ+DoLa,4-bit,,TruthfulQA,MC1 (%),35.56,AWQ,36.45,-0.89,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.56 | 65.87 | 34.08 | 60.78 | 28.86 | 17.54
RP49,LLaMA3.1-8B-Instruct,AWQ+DoLa,4-bit,,TruthfulQA,MC2 (%),65.87,AWQ,56.46,9.41,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.56 | 65.87 | 34.08 | 60.78 | 28.86 | 17.54
RP49,LLaMA3.1-8B-Instruct,AWQ+DoLa,4-bit,,TruthfulQA,MC3 (%),34.08,AWQ,29.18,4.9,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.56 | 65.87 | 34.08 | 60.78 | 28.86 | 17.54
RP49,LLaMA3.1-8B-Instruct,AWQ+DoLa,4-bit,,TruthfulQA,%Truth,60.78,AWQ,59.62,1.16,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.56 | 65.87 | 34.08 | 60.78 | 28.86 | 17.54
RP49,LLaMA3.1-8B-Instruct,AWQ+DoLa,4-bit,,TruthfulQA,%Info,28.86,AWQ,23.29,5.57,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.56 | 65.87 | 34.08 | 60.78 | 28.86 | 17.54
RP49,LLaMA3.1-8B-Instruct,AWQ+DoLa,4-bit,,TruthfulQA,%T*I,17.54,AWQ,13.88,3.66,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | AWQ | 4 | 35.56 | 65.87 | 34.08 | 60.78 | 28.86 | 17.54
RP49,LLaMA3.1-8B-Instruct,GPTQ,4-bit,,TruthfulQA,MC1 (%),36.32,FP16,38.61,-2.29,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | GPTQ | 4 | 36.32 | 56.71 | 28.84 | 59.22 | 23.74 | 14.05
RP49,LLaMA3.1-8B-Instruct,GPTQ,4-bit,,TruthfulQA,MC2 (%),56.71,FP16,58.7,-1.99,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | GPTQ | 4 | 36.32 | 56.71 | 28.84 | 59.22 | 23.74 | 14.05
RP49,LLaMA3.1-8B-Instruct,GPTQ,4-bit,,TruthfulQA,MC3 (%),28.84,FP16,30.45,-1.61,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | GPTQ | 4 | 36.32 | 56.71 | 28.84 | 59.22 | 23.74 | 14.05
RP49,LLaMA3.1-8B-Instruct,GPTQ,4-bit,,TruthfulQA,%Truth,59.22,FP16,60.11,-0.89,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | GPTQ | 4 | 36.32 | 56.71 | 28.84 | 59.22 | 23.74 | 14.05
RP49,LLaMA3.1-8B-Instruct,GPTQ,4-bit,,TruthfulQA,%Info,23.74,FP16,27.46,-3.72,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | GPTQ | 4 | 36.32 | 56.71 | 28.84 | 59.22 | 23.74 | 14.05
RP49,LLaMA3.1-8B-Instruct,GPTQ,4-bit,,TruthfulQA,%T*I,14.05,FP16,16.51,-2.46,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | GPTQ | 4 | 36.32 | 56.71 | 28.84 | 59.22 | 23.74 | 14.05
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,MC1 (%),35.57,GPTQ,36.32,-0.75,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,MC2 (%),65.63,GPTQ,56.71,8.92,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,MC3 (%),33.87,GPTQ,28.84,5.03,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,%Truth,60.42,GPTQ,59.22,1.2,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,%Info,28.45,GPTQ,27.46,0.99,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,GPTQ+DoLa,4-bit,,TruthfulQA,%T*I,17.18,GPTQ,28.45,-11.27,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,+ DoLa | GPTQ | 4 | 35.57 | 65.63 | 33.87 | 60.42 | 28.45 | 17.18
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,TruthfulQA,MC1 (%),31.89,FP16,38.61,-6.72,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-1x16 | 2 | 31.89 | 51.70 | 24.92 | 59.74 | 44.17 | 26.39
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,TruthfulQA,MC2 (%),51.7,FP16,58.7,-7.0,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-1x16 | 2 | 31.89 | 51.70 | 24.92 | 59.74 | 44.17 | 26.39
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,TruthfulQA,MC3 (%),24.92,FP16,30.45,-5.53,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-1x16 | 2 | 31.89 | 51.70 | 24.92 | 59.74 | 44.17 | 26.39
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,TruthfulQA,%Truth,59.74,FP16,60.11,-0.37,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-1x16 | 2 | 31.89 | 51.70 | 24.92 | 59.74 | 44.17 | 26.39
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,TruthfulQA,%Info,44.17,FP16,27.46,16.71,absolute,False,measured,5,Vanilla Prompt for True/False Datasets,Table 2,LLaMA3.1-8B-Instruct | AQLM-PV-1x16 | 2 | 31.89 | 51.70 | 24.92 | 59.74 | 44.17 | 26.39
